525,561,544,540,555,599,505,464,469,437,509,513,509,400,479,549,495,439,496,557
3293,2516,2461,2550,2469,2291,1978,1764,1638,1621,1786,1738,1684,1738,2096,2315,2566,2861,3278,4561
3464,2547,2647,2432,2223,2009,1731,1596,1563,1485,1435,1399,1499,1839,2214,2710,3259,3728,4358,6199
3715,2879,2654,2408,2143,1812,1462,1398,1304,1153,1052,1139,1184,1265,1591,2230,3070,3958,4757,7337
4009,2970,2644,2232,1868,1534,1410,1097,1012,938,815,708,743,942,1328,1836,2764,3988,5050,8109
4183,2858,2462,2010,1682,1305,1060,878,889,771,697,582,588,674,949,1461,2453,3630,5119,8381
4112,2880,2344,1827,1514,1126,988,723,585,525,464,393,467,582,755,1347,2067,3355,4812,7996
3896,2748,2139,1671,1316,918,718,566,446,349,277,330,361,403,668,1215,1915,3178,4548,7596
3521,2514,1989,1428,1079,772,576,447,292,232,175,209,272,314,543,883,1628,2937,4377,7090
3374,2283,1699,1385,930,614,411,296,222,192,126,162,171,271,464,770,1494,2593,3862,6423
3050,2106,1707,1208,779,542,367,227,149,113,78,96,113,192,389,677,1303,2268,3452,5601
2683,1818,1332,1026,755,449,296,158,135,64,60,80,111,171,294,554,1095,1916,3117,5351
2217,1537,1185,898,559,327,212,125,88,52,44,67,103,141,259,558,1104,1827,2636,4514
1860,1283,1008,756,439,287,198,93,41,26,27,57,108,151,272,450,915,1594,2260,4053
1526,1062,862,581,416,239,123,70,36,16,23,40,63,139,222,467,741,1377,2092,3384
1347,913,724,503,342,217,103,61,49,20,29,33,42,82,193,416,657,1061,1884,2912
1032,842,542,396,304,179,96,46,16,16,11,12,21,66,158,261,472,971,1400,2444
912,665,439,361,216,132,67,33,12,15,5,15,15,30,111,241,463,883,1330,2002
819,511,344,315,206,96,52,27,36,13,6,10,20,44,96,194,438,718,1044,1726
710,422,342,231,172,124,45,22,14,15,10,3,10,30,67,121,296,607,888,1484
583,416,283,228,155,83,44,33,16,8,5,8,13,27,62,166,353,588,834,1399
549,378,286,230,138,101,55,30,12,4,3,1,10,8,62,113,280,566,744,1292
541,339,230,186,99,80,30,16,15,3,1,2,6,31,50,139,278,445,633,1081
393,261,187,148,105,75,22,20,16,0,1,1,10,14,23,71,192,387,469,873
336,213,176,134,95,52,40,10,8,2,2,1,1,9,27,90,160,269,530,752
240,177,146,90,75,53,39,26,5,2,3,1,6,7,35,62,139,268,361,566
176,188,105,92,55,45,19,17,7,2,0,1,4,6,36,78,116,205,286,398
130,100,90,84,45,21,38,12,5,7,2,1,10,10,33,65,102,191,272,421
178,131,107,73,39,29,22,9,6,2,2,1,3,4,16,41,90,181,182,343
184,134,111,81,51,23,11,3,3,0,1,2,6,8,30,41,79,131,166,268
211,136,101,59,55,22,10,1,1,0,0,0,5,8,11,40,39,88,185,238
149,95,105,70,47,22,26,8,5,0,1,3,1,3,4,9,47,89,111,237
170,125,89,68,43,24,13,6,2,3,2,0,0,0,1,17,31,71,124,117
173,90,69,43,35,21,12,7,5,0,0,0,0,2,4,12,39,71,124,145
174,102,78,25,29,15,7,3,6,3,1,1,2,2,10,19,30,57,93,176
139,105,96,45,35,21,12,4,4,5,0,0,0,1,7,12,20,65,77,193
144,93,87,50,35,23,12,6,0,0,0,0,0,4,2,12,19,24,98,159
146,96,102,66,35,31,8,7,6,2,0,0,0,2,5,9,19,31,99,92
159,76,79,62,33,19,3,6,3,0,0,0,0,0,4,13,11,65,51,101
125,90,76,62,45,18,10,6,3,2,0,0,0,0,3,7,23,66,82,116
146,114,82,56,41,26,15,5,0,0,0,0,0,0,6,13,28,46,124,133
174,98,55,49,41,21,5,6,0,0,1,0,0,2,5,12,17,67,102,187
208,114,56,33,30,13,10,6,2,0,0,1,2,0,7,15,19,65,87,156
170,103,78,60,26,14,8,2,0,1,0,0,4,2,8,10,26,61,80,141
177,115,83,52,28,23,12,6,0,0,0,0,1,2,15,22,33,57,103,162
147,95,78,48,22,14,4,5,3,1,0,1,0,1,15,19,36,55,56,187
211,122,63,50,30,10,7,3,3,1,0,0,0,2,17,14,29,59,87,176
193,107,78,47,28,17,5,5,1,0,0,2,0,0,13,13,25,59,98,174
188,152,64,62,40,12,15,6,2,0,0,0,0,1,3,9,23,42,46,132
154,112,73,49,28,14,15,11,1,2,0,0,0,6,4,13,21,41,53,85
